,fX,fY,fZ,mQATruth
42,"[6.183002948760986, 0.7235096096992493, 0.8234539031982422, -13.364474296569824, -17.648555755615234, 12.005922317504883, 14.118363380432129, 6.154465198516846, 6.183002948760986, 0.8234539031982422, -15.506515502929688, 11.931105613708496]","[6.963701248168945, 20.7999210357666, 23.67318344116211, 11.964310646057129, 15.799560546875, -9.095973014831543, -11.064616203308105, 6.9889349937438965, 6.963701248168945, 23.67318344116211, 13.881936073303223, -9.193890571594238]","[165.2620849609375, 153.1590576171875, 180.1900634765625, 153.1590576171875, 180.1900634765625, 151.7640380859375, 180.1900634765625, 155.2479248046875, 182.2789306640625, 167.3509521484375, 167.3509521484375, 168.745849609375]",0
43,"[2.10663104057312, -4.174811363220215, -4.796309471130371, -4.174811363220215, -17.560705184936523, -19.986507415771484, 6.2602458000183105, -4.174811363220215, -17.560705184936523, 6.2602458000183105, 6.2602458000183105]","[6.0830512046813965, 4.900240421295166, 4.293811798095703, 4.900240421295166, 11.170578002929688, 12.713661193847656, -1.5002437829971313, 4.900240421295166, 11.170578002929688, -1.5002437829971313, -1.5002437829971313]","[178.7950439453125, 151.7640380859375, 178.7950439453125, 178.7950439453125, 153.1590576171875, 180.1900634765625, 165.2620849609375, 168.7459716796875, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
44,"[13.945250511169434, -7.08869743347168, -7.08869743347168, 12.073246955871582, 13.945250511169434, -7.08869743347168, 23.2967586517334]","[15.449600219726562, 6.039290428161621, 6.039290428161621, 13.266144752502441, 15.449600219726562, 6.039290428161621, -12.760384559631348]","[166.6571044921875, 151.7640380859375, 178.7950439453125, 153.8529052734375, 180.8839111328125, 168.745849609375, 153.8529052734375]",0
45,"[-9.731847763061523, -9.214481353759766, 2.2553000450134277, 8.280567169189453, -9.731847763061523, -10.9130220413208, -6.369742393493652, -9.208891868591309, 1.7232805490493774, 7.08869743347168, 2.2553000450134277, 12.855575561523438, 7.384317874908447, 11.595614433288574]","[21.596036911010742, 1.3475838899612427, -11.977010726928711, -25.23883056640625, 21.596036911010742, 24.217191696166992, 0.9315512776374817, 1.3852654695510864, -9.151664733886719, -6.039290428161621, -11.977010726928711, -23.244367599487305, -22.507099151611328, -3.751917600631714]","[166.6571044921875, 165.2620849609375, 165.2620849609375, 166.6571044921875, 153.8529052734375, 180.8839111328125, 155.2479248046875, 182.2789306640625, 155.2479248046875, 168.745849609375, 182.2789306640625, 153.8529052734375, 153.8529052734375, 182.27880859375]",0
46,"[-13.561898231506348, -15.435314178466797, 9.300328254699707, -15.435314178466797, 9.300328254699707, 9.302197456359863]","[15.787179946899414, 17.967992782592773, -0.4759657382965088, 17.967992782592773, -0.4759657382965088, -0.4379177987575531]","[153.1590576171875, 180.1900634765625, 165.2620849609375, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
47,"[0.8533146381378174, -2.2405972480773926, 0.8533146381378174, -17.798072814941406, 0.7488011717796326, 0.6297527551651001, 0.8533146381378174, -2.2405972480773926, -2.6682629585266113, -17.798072814941406, -20.650726318359375, 0.7488011717796326, 1.0832172632217407, 0.6297527551651001, 0.7061871290206909]","[6.380694389343262, 14.894919395446777, 6.380694389343262, 2.2321486473083496, -6.393801689147949, -23.679126739501953, 6.380694389343262, 14.894919395446777, 17.737934112548828, 2.2321486473083496, 2.589914560317993, -6.393801689147949, -9.249286651611328, -23.679126739501953, -26.553110122680664]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 166.6571044921875, 165.2620849609375, 166.6571044921875, 168.7459716796875, 155.2479248046875, 180.8839111328125, 153.8529052734375, 180.8839111328125, 155.2479248046875, 182.2789306640625, 153.8529052734375, 180.8839111328125]",0
48,"[14.559037208557129, 4.43535852432251, -6.244905471801758, -8.293460845947266, -6.146476745605469, 5.048050880432129, -9.34150505065918, -8.59738540649414, -11.505473136901855, -19.282485961914062, -9.315948486328125, -10.881759643554688, -10.418350219726562, -20.000774383544922, -25.13531494140625, 14.341699600219727, 17.185810089111328, 4.43535852432251, -11.505473136901855, -10.881759643554688, -10.358532905578613, -5.382246017456055, -8.293460845947266, -21.55954933166504, -6.244905471801758, -9.698135375976562, -7.131626129150391, -22.566757202148438]","[10.47799301147461, 20.33439826965332, 19.853496551513672, 15.905106544494629, 16.85154914855957, 23.143354415893555, 7.827607154846191, 12.367856979370117, 9.721264839172363, 13.758030891418457, 15.328634262084961, 17.74112319946289, 14.601777076721191, -5.755795478820801, -8.5896635055542, 10.773557662963867, 11.739167213439941, 20.33439826965332, 9.721264839172363, 17.74112319946289, 14.644271850585938, 17.110971450805664, 15.905106544494629, 15.516192436218262, 19.853496551513672, 18.414838790893555, 19.5524959564209, -7.199936866760254]","[166.6571044921875, 153.1590576171875, 166.6571044921875, 166.6571044921875, 166.6571044921875, 180.1900634765625, 151.7640380859375, 151.7640380859375, 178.7950439453125, 153.1590576171875, 153.1590576171875, 180.1900634765625, 180.1900634765625, 153.1590576171875, 180.1900634765625, 153.8529052734375, 180.8839111328125, 167.3509521484375, 168.745849609375, 167.3509521484375, 167.3509521484375, 153.8529052734375, 153.8529052734375, 167.3509521484375, 180.8839111328125, 180.8839111328125, 180.8839111328125, 167.3509521484375]",0
49,"[0.8313783407211304, -1.0616282224655151, 0.9900646805763245, -6.410252571105957, 7.941652297973633, 5.501216888427734, 9.815067291259766, 0.8313783407211304, -1.0616282224655151, -1.5357534885406494, -6.410252571105957, -6.410252571105957, 9.815067291259766, 4.165605545043945]","[15.039538383483887, 6.349358558654785, 17.91015625, 0.5916638970375061, -9.244745254516602, -3.3433542251586914, -11.425557136535645, 15.039538383483887, 6.349358558654785, 9.184993743896484, 0.5916638970375061, 0.5916638970375061, -11.425557136535645, -14.475034713745117]","[151.7640380859375, 165.2620849609375, 180.1900634765625, 165.2620849609375, 151.7640380859375, 151.763916015625, 178.7950439453125, 168.745849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 168.745849609375, 182.2772216796875]",0
50,"[2.906127691268921, -0.672692060470581, 2.906127691268921, 2.906127691268921, -0.672692060470581, -0.8313783407211304]","[5.744199752807617, 12.16892147064209, 5.744199752807617, 5.744199752807617, 12.16892147064209, 15.039538383483887]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 168.7459716796875, 155.2479248046875, 182.2789306640625]",0
51,"[13.70714282989502, 12.174016952514648, 8.3436861038208, 20.489709854125977, -12.174016952514648, -23.07966423034668, -23.24175453186035, -0.01904691569507122, 1.6154985427856445, -1.8813034296035767, -0.048448193818330765, 0.7702049612998962, 4.44844388961792, 6.31122350692749, 6.2282538414001465, 11.86344051361084, 4.486363887786865, 12.608933448791504, 4.505211353302002, 5.16279411315918, 5.1261396408081055, 7.857492446899414, 9.561783790588379, -20.805143356323242, -25.90513038635254, -26.062652587890625, -1.0875920057296753, -7.634920597076416, 2.170255661010742, 1.62959885597229, 5.532139778137207, 0.01904691569507122, 2.6687889099121094, 10.663228988647461, -0.14534376561641693, 6.295177936553955, 9.311545372009277, 6.2215423583984375, 11.874761581420898, 9.309207916259766, 12.051905632019043, 6.422842025756836, 6.340460777282715, 6.28395414352417, 6.2078070640563965, 6.3311381340026855, 6.1936564445495605, 6.2215423583984375, 18.334880828857422, 17.42635154724121]","[6.244448184967041, 0.5731138586997986, 4.135887622833252, 11.885683059692383, -0.5731138586997986, -5.331675052642822, -4.573675155639648, -9.312480926513672, -12.079955101013184, -6.156468391418457, -23.687450408935547, -17.920957565307617, -4.653252124786377, -1.2688050270080566, -1.627962350845337, -2.791762113571167, -4.616703033447266, -8.239764213562012, -4.5983123779296875, -3.845381736755371, -7.774660587310791, 4.998246669769287, 7.556947231292725, -0.5533183813095093, -5.872872829437256, -5.128791332244873, -6.3449625968933105, -9.499639511108398, -9.056083679199219, -14.974087715148926, -7.491200923919678, -9.312480926513672, -5.858239650726318, -17.873323440551758, -23.687053680419922, -1.3461579084396362, -0.13332393765449524, -1.6534260511398315, -2.7432100772857666, 0.247580885887146, 1.8129312992095947, 0.4341702461242676, -1.1135376691818237, -1.397614598274231, -1.7042701244354248, -1.165372610092163, -1.7549999952316284, -1.6534260511398315, 9.848465919494629, -4.25161075592041]","[151.7640380859375, 178.7950439453125, 178.7950439453125, 180.1900634765625, 151.7640380859375, 153.1590576171875, 153.1590576171875, 151.7640380859375, 165.2620849609375, 178.7950439453125, 180.1900634765625, 166.6571044921875, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 178.794921875, 178.7950439453125, 178.7950439453125, 178.7950439453125, 182.27880859375, 182.27880859375, 167.350830078125, 167.3509521484375, 167.3509521484375, 168.745849609375, 182.2786865234375, 155.2479248046875, 155.247802734375, 168.745849609375, 182.2789306640625, 182.2789306640625, 167.3499755859375, 180.8837890625, 155.2479248046875, 155.2479248046875, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.7452392578125, 168.7457275390625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 167.350830078125, 180.8839111328125]",0
52,"[0.6178807616233826, -8.349456787109375, -9.230324745178223, -10.363870620727539, -10.319072723388672, -6.377150535583496, -9.235297203063965]","[6.407778739929199, 8.878159523010254, 1.234406590461731, 10.930191993713379, 10.972495079040527, 0.8794083595275879, 1.1966387033462524]","[178.7950439453125, 151.7640380859375, 165.2620849609375, 178.7950439453125, 168.745849609375, 155.2479248046875, 182.2789306640625]",0
53,"[17.25550079345703, -2.244271993637085, -11.049135208129883, 15.161165237426758, 19.349834442138672, -2.244271993637085, -2.9371345043182373, -11.049135208129883, -11.049135208129883]","[16.22791862487793, 9.03802490234375, 5.143128395080566, 14.25830364227295, 18.197534561157227, 9.03802490234375, 11.828288078308105, 5.143128395080566, 5.143128395080566]","[166.6571044921875, 165.2620849609375, 165.2620849609375, 153.8529052734375, 180.8839111328125, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
54,"[17.509658813476562, 20.316083908081055, 0.5533183813095093, 0.7061871290206909, 6.46260929107666, 6.46260929107666, 0.6297527551651001, 6.46260929107666, 20.316083908081055]","[3.8943240642547607, 4.518501281738281, 20.805143356323242, 26.553110122680664, -6.705023288726807, -6.705023288726807, 23.679126739501953, -6.705023288726807, 4.518501281738281]","[153.1590576171875, 180.1900634765625, 153.1590576171875, 180.1900634765625, 151.7640380859375, 178.7950439453125, 167.3509521484375, 168.745849609375, 167.3509521484375]",0
55,"[17.04363441467285, -9.387873649597168, -9.387873649597168, -14.72852611541748, -17.089195251464844, -11.179750442504883, -22.507099151611328, -14.892573356628418, -3.1552135944366455, -0.17114652693271637, 1.1912610530853271, -4.273299217224121, 1.3074373006820679, -9.387873649597168, -17.089195251464844, -25.23883056640625, -4.707490921020508, 0.5916638970375061, 1.1487510204315186, 1.4661237001419067]","[5.591818332672119, 11.779080390930176, 11.779080390930176, 10.23837947845459, 11.879374504089355, 14.027369499206543, -7.384317874908447, -21.99494743347168, -8.761693954467773, -6.435224533081055, -6.326318264007568, -26.216508865356445, -23.651390075683594, 11.779080390930176, 11.879374504089355, -8.280567169189453, -4.3910064697265625, -6.410252571105957, -20.780773162841797, -26.52200698852539]","[153.15869140625, 151.7640380859375, 178.7950439453125, 153.1590576171875, 180.1900634765625, 180.1900634765625, 153.1590576171875, 166.65673828125, 151.7637939453125, 151.7640380859375, 165.26171875, 180.18994140625, 166.6571044921875, 168.745849609375, 167.3509521484375, 167.3509521484375, 155.2476806640625, 155.247802734375, 153.8529052734375, 180.8839111328125]",0
56,"[-11.209382057189941, -11.69827938079834, -14.457874298095703, -17.779216766357422, -20.628847122192383, -11.209382057189941, -11.69827938079834, -17.779216766357422]","[24.08144760131836, -3.4183924198150635, -4.224782466888428, -2.3776824474334717, -2.758774518966675, 24.08144760131836, -3.4183924198150635, -2.3776824474334717]","[166.6571044921875, 151.7640380859375, 178.7950439453125, 153.1590576171875, 180.1900634765625, 153.8529052734375, 168.745849609375, 167.3509521484375]",0
57,"[-3.824230670928955, 2.3536336421966553, 4.03535795211792, -3.824230670928955, -5.0505828857421875, -1.035646677017212, 2.3536336421966553, 4.03535795211792, 2.3781239986419678, 2.329103946685791, 4.987288951873779]","[5.178481101989746, -5.991812229156494, -11.500044822692871, 5.178481101989746, -3.9916183948516846, -6.3536481857299805, -5.991812229156494, -11.500044822692871, -5.9821343421936035, -6.001389980316162, -14.212876319885254]","[178.7950439453125, 165.2620849609375, 165.2620849609375, 168.7459716796875, 155.247802734375, 168.745849609375, 155.2479248046875, 155.2479248046875, 182.2789306640625, 182.27880859375, 182.2789306640625]",0
58,"[9.253640174865723, 6.424564361572266, 9.253640174865723, 20.690338134765625, 2.3536336421966553, -7.9278435707092285, -7.875387668609619, -16.641420364379883, 13.831985473632812, 8.979951858520508, -7.664254188537598, -5.62155818939209, 13.576566696166992, 9.253640174865723, 14.086201667785645, 16.199588775634766]","[1.0453729629516602, 0.4078933000564575, 1.0453729629516602, 2.2516863346099854, 5.991812229156494, 12.80734920501709, 12.839672088623047, 6.694552898406982, -5.962808132171631, 8.239879608154297, 12.966808319091797, 13.974154472351074, -6.523475646972656, 1.0453729629516602, -5.334588050842285, 7.702418804168701]","[151.7640380859375, 178.7928466796875, 178.7950439453125, 153.1572265625, 151.7628173828125, 178.7933349609375, 178.793212890625, 166.6553955078125, 165.2601318359375, 182.277099609375, 168.7520751953125, 182.27734375, 155.2459716796875, 168.745849609375, 182.2769775390625, 167.3489990234375]",0
59,"[15.552641868591309, -23.36317253112793, 0.9315512776374817, 1.2721538543701172, 6.132918357849121, -1.0453729629516602, -14.742255210876465, -25.338546752929688, -25.49625015258789, 0.7226403951644897, 0.9315512776374817, 2.318138360977173, 6.132918357849121, 14.292574882507324, 6.132918357849121, 15.625236511230469]","[8.936958312988281, 3.906379461288452, -6.369742393493652, -9.225197792053223, -1.9567110538482666, 9.253640174865723, 3.0894691944122314, 7.970224380493164, 7.450342655181885, -6.396811485290527, -6.369742393493652, -9.019362449645996, -1.9567110538482666, 4.754073619842529, -1.9567110538482666, 8.80942153930664]","[166.6551513671875, 166.6551513671875, 165.2620849609375, 165.2620849609375, 165.2620849609375, 182.2772216796875, 182.2769775390625, 153.8529052734375, 180.874755859375, 155.2479248046875, 182.2789306640625, 182.2789306640625, 155.2479248046875, 168.744140625, 182.2789306640625, 167.34912109375]",0
60,"[3.929877519607544, 5.143128395080566, -20.077831268310547, -18.375015258789062, -6.456981658935547, -3.6310338973999023, -0.9054874181747437, 6.634329319000244, 0.7800090909004211, 0.6178807616233826, -1.165372610092163, 7.9664411544799805, 0.383090078830719, 4.934231281280518, 3.929877519607544, -13.549768447875977, -23.191585540771484, -6.456981658935547, -3.6310338973999023, -1.0875920057296753, -7.980166912078857, -7.199883937835693, -3.6310338973999023, 6.244448184967041, 0.704063892364502, 0.4867018759250641, 7.898120880126953, 0.893827497959137, 0.7749494314193726, 0.6297527551651001, 9.698135375976562, 8.221853256225586]","[8.442672729492188, 11.049135208129883, 17.39100456237793, 9.773382186889648, -10.336466789245605, -5.315731525421143, -6.373499870300293, -13.522743225097656, -9.279775619506836, -6.407778739929199, -6.3311381340026855, -16.071393966674805, -20.80897331237793, -4.134582042694092, 8.442672729492188, 6.578957557678223, 12.95055103302002, -10.336466789245605, -5.315731525421143, -6.3449625968933105, -12.774812698364258, -9.833454132080078, -5.315731525421143, -13.70714282989502, -9.285846710205078, -6.4190754890441895, -4.933796405792236, -9.269505500793457, -6.390685558319092, -23.679126739501953, -18.414838790893555, -4.373075008392334]","[151.7640380859375, 178.7950439453125, 153.1590576171875, 166.6571044921875, 165.2620849609375, 165.2620849609375, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 166.6571044921875, 166.6571044921875, 151.7640380859375, 168.745849609375, 155.247802734375, 180.8837890625, 155.2479248046875, 155.2479248046875, 168.7459716796875, 182.2789306640625, 182.2786865234375, 182.2789306640625, 155.2479248046875, 155.2479248046875, 155.2479248046875, 168.745849609375, 182.2789306640625, 182.2789306640625, 180.8839111328125, 180.8839111328125, 182.2789306640625]",0
